LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,TARGET_DEFAULT
84062,1,3,2,39,0,0,0,0,0,0,81462,92715,70177,56141,52292,71145,3086,4175,3088,1625,2946,1903,0
171606,2,1,2,32,-1,-1,-1,-1,-1,-1,-954,882,-630,-2041,-940,-497,872,7,1111,1821,1603,1271,0
279749,1,4,2,51,0,0,0,0,0,0,198072,453785,38822,115114,165758,258525,3835,1346,1617,1390,5894,2445,0
344255,2,2,2,29,1,3,2,6,-2,-2,-1210,817,-1747,-1701,-346,1874,0,0,0,860,33,236,1
160411,1,2,2,51,-2,-2,-2,-2,-2,-2,-956,-358,1234,-2097,-1881,103,0,0,0,666,191,759,0
12808,1,3,2,23,2,2,2,0,2,2,17365,2444,4626,10653,-103,202,844,615,1236,2023,1086,2422,1
138580,1,1,2,31,-2,-2,-2,-2,-2,-2,1504,1734,2481,2667,-321,895,137,0,3886,1572,1004,1981,0
44809,1,2,2,24,0,0,0,0,0,0,4194,7919,6871,19227,5825,13736,486,234,4238,2054,1881,7413,0
49570,1,1,1,57,1,2,3,3,3,3,38313,1142,722,3093,-192,40872,139,349,0,1657,681,6984,0
19517,1,3,2,28,1,4,3,4,3,3,39246,14448,31499,28725,24972,31850,0,0,919,45,0,686,1
178976,1,1,2,28,-1,-1,-1,-2,-2,-1,333,17384,-547,1895,-555,2945,2356,0,6983,0,380,249,0
229741,1,3,3,24,0,0,0,0,0,0,49057,44004,35337,25219,28819,37422,2422,2771,167,1670,3389,1838,0
49147,2,3,2,23,2,3,2,7,7,4,268,888,304,-508,-237,-569,0,0,0,0,0,230,0
170773,1,2,1,38,3,3,6,1,4,3,298639,348745,177706,138682,283074,19891,0,0,72270,372,138,570,0
48525,1,3,1,24,0,0,0,0,0,0,37921,18088,49074,40873,39482,40280,3386,2756,0,792,4304,7421,1
18645,1,3,1,27,1,2,4,3,2,2,41812,61288,29153,45843,32937,52368,233,860,0,269,3610,1516,1
155988,1,1,1,53,1,-2,-1,0,5,0,1791,13441,-2053,9853,-714,6492,600,0,1025,14,56,83,0
193982,2,2,2,39,0,0,2,0,0,0,61526,12831,115090,79229,9490,1358,6482,6096,1918,301,28980,1680,0
475736,2,1,2,35,1,-2,-2,-2,-2,-2,29974,-344,13,-407,-248,-118,2380,194,0,388,92,402,0
12855,1,1,2,39,-1,-2,0,0,0,-1,10419,10975,-1139,27630,13012,739,2611,3189,6752,31839,1499,419,0
49916,2,3,2,34,8,3,4,4,4,3,112481,185415,126465,150219,105276,54619,0,223,443,465,0,5938,0
209532,1,1,2,29,0,0,0,0,0,0,290188,194130,167612,99805,129382,84061,3461,5661,5933,40164,2269,2816,0
44583,1,3,1,37,8,7,6,5,4,3,41094,3344,-456,17847,38158,32811,0,0,0,0,73,0,0
14075,2,1,2,23,0,-1,0,-1,0,0,11611,19638,-1890,6955,1676,11967,2039,418,993,321,1354,2201,0
183074,2,1,1,37,-2,-2,-2,-2,-2,-2,392940,445532,2132,4983,13135,277323,1201,6962,19375,11043,8930,70801,0
173590,1,1,2,45,3,2,8,7,7,7,-3130,280,-611,2049,1756,2335,0,0,0,611,0,64,0
20646,2,3,2,53,1,-2,0,-2,0,0,36622,11096,13503,24968,7893,45985,1405,6711,893,2099,711,2798,0
222649,2,3,2,25,0,0,0,0,0,0,179228,41129,219926,8787,34744,131695,3178,211,6238,551,4506,501,0
206782,1,3,1,47,-2,-2,-2,-2,-2,-2,-679,2670,2745,5854,-176,461,2973,265,4154,488,246,1656,0
80236,1,1,2,36,-1,-1,-1,-1,-1,-1,11118,16802,12441,3481,16066,13439,0,1028,4879,5607,15604,2152,0
46661,1,1,2,37,0,0,0,0,0,0,41656,33588,39056,13586,21472,27093,3076,145,0,3630,297,4231,0
124161,1,3,3,38,-1,-1,-1,-1,-1,-1,-1411,16977,-2702,2398,-130,-1437,0,0,5202,2485,0,379,0
201236,1,1,2,40,-2,-1,-1,-1,-1,-1,49567,51592,157952,46862,29482,298426,4859,5492,2534,6242,3676,1872,0
180884,2,1,2,35,0,0,0,0,0,-2,1662,171,-98,2836,832,1987,2656,765,1246,4413,8244,206,0
11397,1,2,2,27,0,0,0,0,0,0,9126,10478,6635,95,14648,27541,4280,6365,3865,4832,765,5956,1
44459,1,2,2,27,2,2,2,0,0,0,49311,67451,45067,76084,41881,97530,1623,0,9,2038,1084,711,0
475182,1,1,1,47,-1,0,-1,-1,6,0,143822,220932,182031,157499,291421,201515,0,3721,11561,15344,8147,14344,1
162790,1,2,2,51,1,-1,-2,-1,-1,-1,1018,2475,-1922,-603,-647,-352,166,1010,43,1087,381,1427,0
166820,2,1,2,36,2,-1,2,2,0,0,217778,77856,-133,2588,21948,16727,4088,1656,2550,1042,3930,5941,0
218913,1,1,2,25,0,0,0,0,0,0,286206,325907,153058,141076,225940,120071,3560,2065,2272,1694,10522,6648,1
148574,2,1,1,29,-2,-2,-2,-2,-2,-2,172,2510,1010,-1102,-192,-1641,979,0,0,419,44,428,1
153334,1,1,2,43,1,-2,-2,-2,-2,-2,6114,137,-133,1645,-317,1702,5839,0,3280,0,0,27272,0
188738,1,2,2,35,-1,-1,-1,-1,-1,0,32852,15666,15441,21367,123565,17990,1692,8060,9688,2171,2826,405,0
73794,1,2,2,37,1,2,2,0,5,0,68032,383993,21892,77325,46583,23049,958,3065,5714,2478,0,1350,0
197317,1,3,2,31,-2,-2,-2,-2,-2,-2,9253,519,-1264,5998,-924,-1109,653,0,198,351,31,197,0
333126,1,1,3,31,1,-1,-2,-2,-1,-1,399,1388,937,-1027,-579,774,0,0,31251,380,1569,366,0
71340,1,1,2,33,0,0,0,0,0,0,88398,97531,113838,77733,59165,96522,1442,2678,3652,7152,42911,8412,0
150876,2,1,1,30,0,0,0,0,0,0,83109,80533,38010,65656,97725,20745,116,6357,3997,32702,4388,2847,0
144050,1,3,2,24,2,2,7,-2,7,6,1858,3016,569,1334,768,2665,0,0,0,191,227,166,0
68153,1,1,0,53,2,2,0,0,0,7,13816,3025,-877,-325,109,1457,4256,685,0,592,491,3374,0
53884,1,1,2,38,4,4,4,3,2,2,187700,147638,109873,81125,91587,144543,1292,473,1730,308,3839,6075,1
108111,1,1,2,38,1,-1,-2,-1,-1,-1,-1213,1845,-854,-440,1249,302,2700,357,146,649,1249,5619,0
139055,1,2,2,28,0,3,0,4,0,0,84436,70705,114646,59779,81801,164944,1961,1375,2028,25151,1463,2297,0
219593,2,1,2,45,-2,0,0,-2,3,0,310814,349137,194455,282062,289273,212090,20803,5889,6414,14480,11935,19134,0
364486,2,3,1,36,-2,-2,-1,-1,2,0,9510,46876,85379,47030,48598,30495,7052,2525,914,613,5778,5250,0
11976,1,3,1,32,2,2,2,4,5,2,41109,35776,20497,10967,199,57573,0,382,0,310,1196,1823,1
45631,1,2,2,49,-1,2,2,0,0,0,44220,68086,20449,42750,35655,32255,606,856,719,2327,645,2283,0
385134,1,3,1,55,-1,-1,-1,-1,-1,-1,9666,437,545,7007,631,971,1794,2750,4841,16011,159,2125,1
171139,1,1,2,50,1,1,2,4,6,0,91316,70988,55151,50356,67685,22851,0,801,6585,1750,3737,6234,0
364636,1,1,2,38,-1,-1,-1,-1,-1,-1,175,11158,-502,349,9538,19095,2283,335,158,10093,2152,33491,0
171643,2,1,2,23,-1,-1,-1,0,0,-1,42645,9139,136,4336,389,1656,1505,19211,1881,2296,4096,2546,0
138557,1,3,1,39,-2,-1,-1,-1,-1,-1,-1208,3050,1302,3396,10344,27439,9533,8565,5472,1521,8316,7022,0
14169,1,3,2,25,3,0,8,8,3,3,41535,17160,42407,2368,-352,753,0,167,0,203,30,286,1
145554,1,2,1,49,-1,-1,-1,0,0,0,23405,48936,10799,54882,34560,16947,6904,8711,4603,2407,964,2301,0
148990,2,3,2,24,0,0,0,0,0,0,60685,71075,32222,47143,23621,47668,2963,1591,2766,1497,3899,6321,0
48320,1,3,2,38,0,0,0,0,0,0,7296,9646,38638,3988,17355,15991,413,455,5,2289,1013,567,1
225697,2,1,1,36,-2,0,-2,0,0,-2,248548,177005,172305,134081,314378,1294,12964,9146,5474,28234,16097,177,1
42567,2,2,2,22,0,0,0,0,0,0,29674,63024,22511,78949,32752,653,1013,0,1827,1689,1146,2332,1
47502,1,3,1,52,2,2,2,2,2,0,36974,52931,32582,53195,34308,43900,0,925,0,1451,1808,2122,1
158848,1,1,2,37,0,0,0,0,0,0,-785,12626,-752,-1383,809,433,2799,0,177,1023,1079,146,1
368369,1,2,1,45,-1,-1,-1,-1,-1,-1,11004,15155,4029,3453,14172,15706,1326,8074,8233,7994,10305,370,0
44493,1,3,1,43,1,-1,0,0,-1,0,2962,2668,7382,24593,32969,11878,442,4525,6029,0,161,6479,1
92393,1,3,2,40,0,0,0,0,0,0,95538,85550,59320,50934,49884,153299,4014,0,1168,2675,890,8782,1
204377,2,2,2,46,-2,-2,-2,-2,-2,-2,1918,-14,814,-834,1069,1707,1255,733,0,12183,92,2400,0
50018,2,3,2,28,2,2,2,0,0,2,44792,30278,720,2475,212,47692,0,986,0,1921,1368,2328,0
300787,1,1,2,26,8,7,6,5,4,3,12237,38363,12117,13431,2646,30247,0,0,0,3926,0,305,0
73244,1,2,2,42,0,0,0,0,0,0,70395,34455,57649,70010,44478,36062,3803,73,8563,523,94,3002,0
148229,1,1,1,34,-1,-1,2,-1,-1,-1,-547,329,-2072,-112,-2333,167,4969,0,90,0,994,217,0
44859,1,1,2,36,-2,-2,-2,-2,-2,-2,1889,3022,572,8495,8587,84,1952,1017,606,4184,19042,8304,0
283169,2,1,1,42,0,0,0,0,0,0,38798,8912,31335,78206,72312,17390,0,1437,4070,43457,2052,95447,0
54220,2,1,2,56,-1,-1,-1,-1,-1,-1,1915,2561,444,-413,-570,-698,1031,0,754,1842,0,2391,0
345669,1,1,2,44,0,0,0,0,0,0,19570,40354,42524,-991,201,18735,8882,9577,10205,32179,3621,4969,0
211285,2,1,1,42,0,0,0,0,2,0,208341,98940,120049,59809,57717,102485,2988,1070,3347,403,4451,6780,0
166814,1,1,2,45,0,-1,0,0,0,0,10732,352266,115600,7808,-256,8633,4285,9651,7737,12367,299,6325,0
46603,2,2,2,31,0,0,0,0,0,0,18211,62785,38642,88875,88118,42944,2891,205,2854,1668,1001,7532,0
184204,2,5,1,31,0,0,0,0,0,0,41301,99516,12896,65365,24500,12343,2313,894,2058,2620,2484,1632,0
170600,1,1,2,24,-1,-1,-1,-1,-1,-1,21301,10383,23,4967,9283,6664,848,3112,899,2162,7284,2797,0
128821,2,3,2,49,2,3,3,0,2,2,176976,110269,204871,65147,131280,129739,2157,6057,8647,208,9996,8511,1
16901,1,1,2,36,0,0,0,0,2,2,17095,8556,26411,6153,3783,13472,4297,205,6805,299,1108,7724,0
452554,2,1,2,27,1,-1,-1,-1,-1,-1,1278,1060,-1123,-999,566,-72,2571,0,623,301,0,384,0
283633,1,1,2,35,1,-2,-1,-2,0,0,821,679,-1597,69601,-150,1768,411,0,10215,4601,7231,6203,1
134075,2,1,2,35,-2,0,-2,-1,-2,-1,1801,1039,-945,7074,-451,423,3649,0,1718,84,0,268,0
382881,2,1,2,39,0,0,0,0,0,0,200084,111,439,7115,192203,202885,3337,5778,1784,3187,824,148,0
42374,2,1,0,28,0,2,2,0,0,0,15673,67285,13917,4281,39931,43743,3159,1009,731,2046,369,2334,0
176931,1,4,2,29,0,2,0,0,0,0,12558,48586,102958,987,12414,15302,481,6265,4567,1610,55242,2595,0
48057,2,6,1,24,2,2,2,6,-1,-1,1327,-349,-50,277,1526,1493,1092,205,1388,2641,787,2762,0
43744,1,2,1,26,1,2,2,2,2,0,15940,22736,40524,17364,20839,27610,0,0,0,1814,1595,1123,1
190473,1,2,1,43,0,0,0,0,0,0,15822,13192,7997,-553,9760,40766,7368,8408,1550,7162,0,509,1
132510,1,1,2,38,0,0,0,0,0,0,242539,288950,276257,163848,188962,177778,7770,4519,20556,6997,9027,230682,0
196989,1,3,1,49,4,3,0,4,4,2,132613,155632,228321,104568,110343,321978,0,0,386,540,3274,447,1
43901,1,3,1,42,1,2,2,8,4,5,14791,32760,8370,5561,20378,11017,154,752,4144,1256,1182,1853,1
70378,2,3,2,32,1,-2,2,0,3,0,47121,68411,30895,44913,39459,36920,1802,1397,7713,1374,641,2221,1
43865,2,2,1,37,0,0,0,0,0,0,10703,25476,12919,7968,23152,27346,2614,1143,16,943,58,400,1
183656,2,2,2,35,0,0,0,0,-2,0,15887,5897,8806,3371,8119,12802,2534,1711,7315,12795,0,3138,0
152714,2,2,2,22,0,0,0,0,0,-2,-262,-581,-1547,6579,-1484,555,113,870,7909,1854,885,219,0
91718,1,3,2,33,1,2,0,0,0,0,43186,48063,35023,48241,43879,61606,795,1158,1749,1756,1709,2274,1
272223,2,5,1,58,0,0,-1,0,0,0,9804,35822,13791,358,14476,16341,3351,1272,4132,12693,5936,5263,0
10431,1,3,1,27,-1,4,3,2,2,2,36733,12370,37548,25525,8696,19815,237,1344,0,5496,0,2061,0
172331,1,3,2,35,-1,-1,-1,-1,-1,-1,295,773,103,-1174,-955,-85,212,0,0,0,0,578,0
194561,1,3,2,27,3,2,5,7,5,4,-127,920,2025,1424,3290,1727,0,0,0,586,0,1602,1
46936,1,1,2,34,0,0,0,0,0,0,48681,15941,13640,3184,2626,7293,7915,1044,8779,5354,13416,5637,0
178854,1,1,2,31,0,0,0,0,0,0,13484,67605,9910,56588,21564,42749,813,468,344,568,613,6315,0
45312,2,3,2,37,1,-2,0,-2,-2,-2,10028,11036,29689,10436,19673,5034,1266,577,3210,13246,2872,1942,0
51894,2,3,2,24,3,-1,-1,-1,-1,7,524,1572,-1550,-167,1328,300,0,875,0,916,1409,307,1
51058,1,3,2,48,1,3,2,2,2,0,40062,55620,82523,44109,16115,40203,1666,0,1648,629,1633,1960,0
10000,1,6,1,26,-2,2,2,0,2,-1,14114,19342,11208,24168,6915,8109,53,1261,4149,8229,58,261,0
46569,1,1,1,63,3,2,2,2,2,0,50399,18789,2555,43470,84,1615,0,148,0,530,960,474,0
94659,1,1,2,29,-1,-1,-1,-1,-1,-1,-1313,166,-454,7117,-784,383,132,1063,1199,1417,1654,2143,0
48069,2,3,2,37,2,4,2,2,2,2,43173,37693,44660,61873,49652,57120,0,0,1842,2239,697,717,1
468161,1,1,2,33,-2,-2,-1,-1,-1,-1,2783,14646,156,6488,8068,13349,5138,7303,16683,12493,4629,7888,0
154377,1,3,2,35,7,1,5,4,4,3,133397,213619,70480,91054,45735,106664,2206,183,102835,246,140,1567,1
21323,2,3,1,27,8,5,6,5,4,3,30321,44096,10473,20650,16560,36846,0,0,0,0,0,263,0
51009,1,6,1,58,1,2,0,0,0,0,6855,13649,1051,27963,1204,705,2083,565,0,78,0,2770,0
62440,2,1,2,26,-2,0,0,0,3,-2,185455,14734,265269,232531,106877,1687,7762,13670,0,351,150,14137,0
13657,1,3,2,33,1,0,2,0,0,-1,12062,8237,-644,9409,-120,-574,0,0,188,172,600,2400,0
19755,1,1,2,31,1,-2,-2,8,2,-2,4974,10160,5136,6277,13773,404558,0,10,0,466,5911,423,1
313506,2,3,2,47,4,-1,-2,-2,-2,-1,-1922,917,88,7760,-31,1632,3321,41,1632,531,0,352,1
197490,1,1,3,37,0,0,0,0,0,0,160280,230998,104903,55917,102961,121765,829,190,723,12306,2789,189,0
20329,1,2,1,57,1,2,7,6,3,4,42927,19153,150381,26189,15892,24222,1262,149,887,241,3593,5309,1
43975,1,1,2,50,0,0,0,0,0,0,33907,60715,18917,15338,10691,14863,2316,676,292,948,1061,360,0
48015,1,3,2,34,1,0,0,0,0,0,2291,-1564,-1108,629,6,588,454,238,429,2129,0,589,0
47711,1,3,2,37,1,-2,-2,-2,-2,-2,-1156,233,-1596,-1195,-400,923,0,0,0,3,0,101,0
86138,2,3,2,34,0,0,0,0,0,0,80714,110841,80317,70008,58123,44114,1785,3384,2872,1664,2463,2169,0
48611,1,3,2,26,2,2,7,7,7,7,28558,3342,1987,4639,3538,4115,0,109,26,633,494,1696,0
199478,1,1,1,34,1,-1,-2,0,-1,-2,250818,244434,-230,21158,18005,93,13663,622,76324,3974,8947,26722,1
44525,1,1,2,28,-2,2,-2,-2,-2,-2,-1758,-240,-1236,-526,-889,657,0,0,0,515,1665,697,0
181619,1,3,2,33,-2,-1,-1,-1,-1,-1,17105,18718,228886,109224,19538,210007,1714,44837,2559,2043,9246,33654,0
159088,1,3,2,42,0,0,2,0,0,0,955,171789,32636,119023,184684,134483,3108,0,1720,12,5282,2671,0
11349,1,2,2,34,3,2,3,7,6,4,34752,17924,19834,6979,40878,20685,0,0,0,187,794,343,1
187509,1,3,1,40,2,2,4,2,0,2,13758,407903,243001,418120,352660,211855,54,0,305,333,6,397,1
57068,1,1,2,37,-1,-1,-1,-1,-1,-1,247,2639,-77,784,285,1018,0,739,1571,1816,909,779,0
176725,1,1,2,30,-2,-2,2,0,0,-1,214990,7093,9028,8564,15644,12283,904,4984,645,13474,2689,6354,0
49385,2,2,3,37,0,2,2,0,0,0,46235,15635,28495,36658,31989,30364,1296,386,2244,1082,759,2586,0
36721,2,3,2,23,7,2,8,5,8,3,30475,66795,37256,15318,66649,33465,1892,1014,0,48,143,265,1
44972,1,1,2,25,0,0,0,0,0,0,9564,53723,21189,9278,22910,42069,2822,206,43,12364,3541,424,0
356931,2,1,2,37,-2,-2,-2,-2,-2,-2,-1757,-49,-504,-1172,2321,-398,0,0,0,2158,40,1971,0
49968,1,3,1,22,1,3,2,2,2,2,22340,39185,40756,37891,23449,31515,431,0,0,389,1454,1807,0
44739,1,2,2,28,0,0,0,0,0,0,48931,48957,41436,20624,17335,50786,32,184,234,2897,1226,3030,1
70872,1,3,2,33,2,4,2,3,0,4,33466,38170,142356,43684,21241,48862,0,0,210,255,817,1907,0
50655,1,3,2,24,8,7,6,5,4,3,32154,36986,11592,7383,22724,40471,203,0,0,0,0,410,0
45799,1,2,1,29,1,-1,-1,-1,-1,-1,-1778,21164,-214,-1235,-304,-66,780,789,790,0,3607,1648,0
102108,1,2,3,33,0,0,0,0,0,0,75806,45012,58088,36841,38086,80865,3580,683,2140,1293,3433,2548,0
101554,2,1,2,43,0,5,4,3,2,2,129618,97637,39884,47989,60462,109208,4027,440,276,434,3801,3143,0
175895,1,3,1,27,-1,-1,-1,-1,-1,-1,144,1213,-486,-148,-50,277,2508,0,1651,1777,0,508,0
169893,1,3,1,27,2,2,4,3,2,3,24393,6148,39528,14041,34980,62114,404,212,0,2545,1496,6196,0
39082,2,2,1,21,3,2,7,-2,7,7,-547,1511,1341,1793,-1180,1511,0,0,0,0,129,2271,1
73238,2,3,2,30,2,3,2,0,2,0,52030,173359,104428,66681,68582,91746,3121,423,3157,649,255,5269,0
19893,2,3,2,28,1,4,4,3,2,3,44934,22041,25952,26503,6260,27764,0,0,0,0,1529,453,0
199973,1,2,1,27,0,0,0,0,2,0,188983,33883,372215,161229,107234,299759,20101,5228,5676,5936,7674,5302,0
13669,1,3,1,39,-1,-1,-1,-1,-1,-1,6523,1251,-7833,3169,12764,18820,3674,0,1603,3513,6293,8098,0
337764,1,2,2,39,0,0,0,0,0,0,259257,17095,42149,118522,115945,203599,2933,11171,6065,12087,7842,16271,0
211042,1,1,2,49,-2,-2,-2,-2,-2,-2,1226,1070,-345,-520,449,-86,1571,6183,6786,425,9516,15905,0
19363,1,1,1,37,-1,-1,-1,-1,-1,-1,-666,-198,-1747,-465,12447,727,1548,2218,1384,1657,1152,477,1
192288,1,1,2,26,2,-2,0,-2,-2,-2,21393,94014,120334,5156,-530,259670,1037,0,8643,454,59,525,0
19443,2,1,1,61,2,2,4,3,2,2,32816,38234,777,9295,34196,2018,159,0,0,0,1547,580,1
66886,1,2,1,52,0,0,0,0,0,0,68184,29478,78593,72495,122409,59915,2856,7100,2166,5286,9384,5821,0
290114,1,1,2,30,-2,-2,-2,-2,-2,-2,-953,765,2640,231,792,-45,0,96,1625,202,201,439,0
212949,1,1,2,36,-2,-2,-2,-2,-2,-2,-527,1692,977,-1458,-814,541,982,0,241,477,59,410,0
45723,2,3,2,49,3,-1,2,3,2,2,16530,17009,29016,12404,14745,11734,0,814,4530,1996,664,695,0
47488,1,3,1,37,4,0,3,2,2,3,42227,30129,23284,19845,37801,26610,1177,0,0,0,438,1583,0
43995,1,6,2,52,1,-1,2,2,2,0,6011,18135,36165,41723,43271,23372,1065,1809,2332,2578,122,255,0
42506,2,3,2,25,1,2,2,2,2,2,31703,35114,2496,-837,24079,49988,1488,109,0,544,448,2383,1
47354,1,3,1,28,-1,-1,-1,-1,-1,-1,2652,1828,128,-1138,699,1008,305,0,1047,2502,4359,2585,0
10695,1,1,1,37,0,0,0,0,0,0,-774,-75,7477,5512,-1084,1214,3523,0,309,127,55,563,1
51046,1,5,1,44,0,0,0,0,0,0,21301,54330,16470,10727,4781,733,2652,2066,1569,1215,1253,64714,0
88409,2,2,2,33,0,0,-2,0,0,0,1239,9443,122,289,-1151,1923,0,790,0,796,32,287,0
10000,1,3,1,46,2,2,7,7,2,4,584,13798,54023,18520,12854,30116,1650,765,119,0,2090,2544,0
123738,1,3,1,37,2,0,3,4,0,2,160433,366077,166684,69891,88306,137504,4371,0,141,199,1100,1367,0
49247,2,1,2,25,2,2,7,7,7,7,1047,3054,994,2391,305,3165,0,621,5,134,152,1467,0
191559,2,2,2,38,1,-1,2,2,0,-1,13025,13830,2755,11154,11626,11343,2103,0,6335,1004,2007,407,1
14087,1,1,1,22,3,2,3,2,3,2,-276,5871,6765,6671,8079,18546,984,0,432,189,1318,656,1
50028,2,3,0,40,0,0,2,-1,0,-1,617,197,1076,4725,68,-694,0,916,1637,1342,1409,1438,0
10000,2,3,2,41,3,3,2,3,0,2,13730,9444,31603,11098,-1019,-197,0,239,0,0,526,372,1
47953,1,3,2,55,0,0,0,0,0,0,2971,1941,958,-1322,-1292,679,392,250,0,669,4066,550,1
190211,1,3,1,44,-2,-2,-2,-2,-2,-2,-1229,12628,-858,-862,-1913,-144,2090,0,0,509,0,555,0
180942,2,1,1,28,2,6,4,4,2,0,70553,83276,113495,56864,68208,136426,2596,433,1918,2553,1571,2487,0
48263,2,1,3,42,-2,-2,0,-2,-2,0,10931,6581,2185,11670,10942,20114,1626,12563,488,339,135,14048,0
284721,2,3,1,33,0,0,-2,0,0,0,12115,336278,296376,150373,947,315176,0,11335,5599,6102,4844,3079,0
60185,1,1,2,51,1,0,4,-1,2,-1,216528,72511,10055,229210,80133,21905,434,548,400,1915,612,1854,0
171035,1,3,2,40,0,3,0,3,2,0,178848,137400,169319,50421,113474,85401,219,0,0,332,3905,307,0
17581,2,3,2,29,-2,-2,-2,-2,-2,-2,723,1324,-1490,-439,-1452,-695,0,119,2502,623,150,157,0
15844,2,3,3,51,0,0,0,0,0,0,17245,10905,20829,11134,11508,16622,4126,6634,1050,6440,0,2694,0
45039,1,2,2,27,0,2,0,3,0,0,30703,51137,53310,22026,16809,47779,2752,597,2492,1741,1742,512,0
50676,2,2,1,41,2,0,3,0,0,2,39183,9925,20154,21406,25515,125,1239,172,0,0,243,6693,0
11749,2,2,1,46,1,2,3,3,2,2,31715,65021,34943,22628,8874,46444,3364,942,0,586,1013,6981,0
44460,2,2,2,35,1,3,0,0,2,3,-256,2349,-499,16401,-1562,1101,0,0,0,227,11,731,0
13501,1,1,2,22,2,2,7,7,7,7,-585,3449,715,1942,2859,3101,0,0,631,0,55,3012,0
480650,1,1,1,44,-2,-1,-1,0,0,0,304994,339162,161183,139370,149659,116357,4233,8745,7203,8616,9129,5252,0
46930,1,3,2,23,2,2,8,7,7,4,29,30333,1119,2005,-955,22693,816,0,0,172,832,36,1
82145,1,3,2,28,4,2,2,2,2,0,72316,57627,99598,81905,41247,36435,1464,1857,2526,1908,3253,2223,1
145416,2,3,1,40,2,2,2,3,2,2,34652,120847,79057,72430,58554,144836,1702,186,5242,1981,1874,3094,0
294573,1,2,2,27,7,0,0,0,0,0,39394,55408,67596,76087,70944,57751,1374,3324,4333,4835,3378,7137,0
167960,1,1,2,27,-1,-1,-1,-1,-1,-1,-112,666,-2418,-1277,-1034,2092,0,0,0,1912,130,465,0
18956,2,3,2,27,1,8,5,2,4,3,29446,81469,94235,49578,44071,41139,50,686,0,107,1193,133,0
196564,1,2,1,39,0,0,4,4,3,0,198902,516964,215883,96192,101577,142801,6035,2011,3763,274,103,2972,0
172890,1,1,1,30,-1,-1,-1,-1,-1,-1,3179,560258,220318,153561,180,367510,2601,3225,11193,1890,11613,13145,0
22171,1,3,2,49,0,0,0,0,0,-2,822,11479,5513,3376,3464,12579,864,8149,9703,14849,96,215,0
17448,2,2,1,49,2,0,0,0,0,0,41184,19264,27101,10791,4506,5543,481,5901,635,133,614,2585,1
280585,1,1,1,38,-2,-2,-2,-2,-2,-2,160234,348690,-1244,184744,1694,54724,1276,2391,9766,14997,8645,17017,0
171886,1,1,2,51,0,0,-1,0,0,0,13641,15125,10082,4906,8805,18420,3999,5008,8752,12708,3385,304,0
343648,1,1,2,40,-2,-2,-1,-1,-1,-1,-1648,20165,13460,5859,3744,520,2782,1104,17734,28922,7981,4432,0
232483,1,1,3,32,0,0,0,0,0,0,6496,11936,22426,61200,13586,13815,2175,660,4240,2400,896,5941,0
143687,1,2,2,30,-2,-2,-2,-2,-2,-2,-1094,-618,-541,-1413,-1739,-726,0,0,0,569,111,236,0
50774,2,3,1,22,0,0,0,0,0,0,43695,15759,-347,1975,-1108,1242,1483,293,932,356,0,1256,0
16308,2,1,1,36,1,3,4,7,3,4,33467,19390,35618,7177,38860,19622,0,461,0,1524,1042,99,1
48542,1,1,1,35,2,2,7,-2,7,4,796,1055,1921,18776,22874,25150,1107,0,590,183,125,1321,1
17641,2,1,1,48,1,2,4,3,5,4,7125,5926,1007,22720,41471,14306,0,0,507,1820,825,356,0
47752,1,3,2,48,0,0,0,0,0,0,28655,43314,48897,22554,60760,38700,48,682,103,2038,549,1442,0
171017,1,3,2,54,1,4,4,4,5,3,60874,357584,61624,92566,131851,93913,997,103,2404,590,1575,2934,0
55655,2,2,1,28,-1,-1,2,-2,-1,2,10106,15182,6530,9925,19367,18483,2148,383,310,1337,4959,2750,1
145098,1,3,2,42,6,6,2,2,3,2,138794,473771,131070,303354,108991,326874,2395,649,1601,218,9341,19927,0
82231,1,1,0,58,1,0,-1,-1,-1,0,97203,16980,319,13684,7419,241,3921,935,1250,6644,1093,0,0
48991,1,2,2,23,0,6,4,3,2,0,134118,170754,100915,78323,24056,184361,3416,165,0,200,54,4572,1
47464,1,3,1,37,0,-1,0,0,0,0,6760,50725,26581,-1439,16752,17293,2651,474,86,294,622,404,0
185256,1,1,2,41,4,2,3,3,6,2,180421,162673,33754,100156,153447,152366,1084,3486,261,5999,180,2498,0
79653,1,2,1,29,3,0,0,0,0,-1,149417,347105,186242,154157,210234,51792,13440,73,648,3179,4839,2978,1
20152,2,3,3,28,0,0,0,2,0,0,26552,31196,14449,2463,9263,15568,3331,3361,1866,7345,1098,6337,0
338690,2,1,2,37,-1,-1,-1,-1,-1,-1,5094,-111,-165,572,936,1645,55,430,1611,1157,1318,2251,0
17137,1,3,1,37,0,0,0,-2,0,-2,6757,7396,2602,10434,-866,4751,1156,1748,149,0,3715,199,0
70914,2,1,2,41,0,0,0,0,0,0,90382,64430,76823,74750,71444,66686,4273,3743,2735,4495,1209,1316,0
211745,1,3,1,46,-2,-1,-2,-1,-1,-1,3811,6548,-153,7623,23147,21290,2445,13446,4635,0,303,15133,0
